DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2013,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2014,1.07,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2015,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2016,0.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2017,1.22,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2018,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2019,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2020,0.77,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2021,0.72,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Rhône-Alpes,2022,0.68,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2013,1.28,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2014,1.17,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2015,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2016,1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2017,1.07,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2018,0.92,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2019,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2020,0.6,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2021,0.99,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Provence-Alpes-Côte d’Azur,2022,0.78,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2013,1.27,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2014,1.36,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2016,1.41,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2017,0.28,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2018,0.52,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2019,0.49,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2020,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2021,0.21,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Corse,2022,1.61,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2013,1.98,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2014,2.53,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2015,1.42,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2016,3.04,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2017,2.9,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2018,2.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2019,3.22,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2020,1.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2021,1.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guadeloupe,2022,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2013,2.59,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2014,1.51,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2015,1.33,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2016,1.66,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2017,3.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2018,1.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2019,1.43,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2020,1.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2021,2.65,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Martinique,2022,0.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guyane,2015,1.04,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guyane,2017,0.17,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guyane,2018,0.51,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guyane,2020,0.99,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Guyane,2021,1.87,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2013,3.48,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2014,2.08,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2015,4.97,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2016,3.92,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2017,2.64,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2018,3.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2019,3.63,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2020,3.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2021,3.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,La Réunion,2022,2.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2014,4.43,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2015,11.15,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2016,13.15,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2017,5.06,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2018,6.12,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2019,7,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2020,1.21,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2021,15.86,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Mayotte,2022,15.37,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Panonska Hrvatska,2020,3.54,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Panonska Hrvatska,2021,3.17,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Panonska Hrvatska,2022,1.78,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2013,1.76,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2014,1.51,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2015,1.62,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2016,1.79,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2017,2.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2018,2.2,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2019,1.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2020,2.24,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2021,2.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Jadranska Hrvatska,2022,1.66,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2013,1.12,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2014,0.98,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2015,1.38,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2016,1.05,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2017,2.6,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Kontinentalna Hrvatska (NUTS 2016),2018,1.39,p,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Grad Zagreb,2020,0.98,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Grad Zagreb,2021,1.14,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Grad Zagreb,2022,1.25,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Sjeverna Hrvatska,2020,3.21,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Sjeverna Hrvatska,2021,2.43,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Sjeverna Hrvatska,2022,2.92,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2013,0.54,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2014,0.29,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2015,0.58,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2016,0.5,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2017,0.35,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2018,0.55,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2019,0.71,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2020,0.57,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2021,1.1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Budapest,2022,0.76,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2013,0.53,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2014,1.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2015,1.66,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2016,1.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2017,1.52,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2018,1.11,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2019,1.17,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2020,1.96,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2021,0.9,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Pest,2022,0.73,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2013,0.87,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2014,2,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2015,2.03,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2016,1.49,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2017,0.49,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2018,1.83,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2019,1.71,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2020,1.97,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2021,2.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Közép-Dunántúl,2022,2.85,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2013,1.09,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2014,1.16,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2015,1.53,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2016,1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2017,1.78,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2018,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2019,1.07,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2020,1.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2021,2.47,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Nyugat-Dunántúl,2022,1.57,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2013,1.56,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2014,1.94,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2015,0.77,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2016,1.26,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2017,1.49,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2018,1.14,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2019,2.08,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2020,1.88,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2021,1.5,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Dunántúl,2022,1.95,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2013,0.78,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2014,1.6,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2015,1.09,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2016,0.98,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2017,1.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2018,2.01,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2019,1.93,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2020,1.88,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2021,2.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Magyarország,2022,1.32,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2013,1.49,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2014,1.45,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2015,1.48,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2016,2.63,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2017,2.33,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2018,2.1,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2019,1.65,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2020,1.98,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2021,2.23,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Észak-Alföld,2022,1.69,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Alföld,2013,1.87,d,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Alföld,2014,2.3,,
ESTAT:HLTH_CD_ASDR2(1.0),21/03/25 11:00:00,Annual,Rate,Total,Total,Asthma and status asthmaticus,Dél-Alföld,2015,1.57,,
